Term,Count,Data 
such,3.0605319513174596,22
orleans,12.088788238716907,22
detroit,73.06940054027011,22
shown,19.68785672308652,22
improvement,73.06940054027011,22
others,5.690872640123526,22
like,5.024212257384521,22
los,73.06940054027011,22
angeles,73.06940054027011,22
washington,11.623407353748423,22
dc,73.06940054027011,22
chicago,59.61078719715332,22
caseload,73.06940054027011,22
rise,8.359094630534852,22
every,6.734015139394798,22
report,8.167398073413272,22
federal,22.36406207484192,22
emergency,10.988244469972477,22
management,8.918863237274595,22
agency,19.68785672308652,22
(fema),73.06940054027011,22
3,10.988244469972477,22
killed,5.913862556216229,22
each,11.525164702740273,22
next,8.73785376125917,22
dismissed,44.60337070456758,22
inaccurate,73.06940054027011,22
scenario,44.60337070456758,22
americans,35.90500231892766,22
make,4.625860937864279,22
effort,59.61078719715332,22
sunday,10.483681100359249,22
increased,35.90500231892766,22
forecast,89.20674140913516,22
100,10.008688740520855,22
two,2.089075541661081,22
fewer,27.713506606683215,22
60,30.023021891371762,22
institute,22.36406207484192,22
metrics,59.61078719715332,22
evaluation,50.89182406283629,22
model,8.4740783946017,22
frequently,39.77306072260413,22
cited,50.89182406283629,22
estimates,7.4449320489421815,22
covid-19,0.7641678229009397,22
account,44.60337070456758,22
135,12.088788238716907,22
american,22.36406207484192,22
4,14.823642508798851,22
august,35.90500231892766,22
this,0.395127211511706,22
doubles,12.088788238716907,22
17,20.95684552972425,22
april,3.236258729312711,22
a,0.0,23
lockdown,8.74469117916141,23
to,0.0,23
curb,22.36406207484192,23
the,0.0,23
spread,0.9157174710216287,23
of,0.0,23
coronavirus,0.026163408645048895,23
has,0.05694951320291312,23
seen,7.027268948042631,23
122,14.088788238716907,23
million,7.224853730206064,23
indians,13.856753303341607,23
lose,4.23703919730085,23
their,0.5965481152658827,23
jobs,41.312863549267995,23
in,0.0,23
april,6.472517458625422,23
alone,11.18203103742096,23
new,2.815152202694561,23
data,25.02172185130214,23
from,0.06303200942700667,23
private,19.68785672308652,23
research,18.536671107968665,23
agency,19.68785672308652,23
shown,19.68785672308652,23
india's,21.976488939944954,23
unemployment,99.43265180651032,23
rate,8.389399817744604,23
is,0.03603452228590457,23
now,1.5179838009924103,23
at,0.1737492644275901,23
record,25.70391226315377,23
high,8.360791235886312,23
27,25.70391226315377,23
1%,59.61078719715332,23
according,7.224853730206064,23
centre,14.823642508798851,23
for,0.22283773034514998,23
monitoring,50.89182406283629,23
indian,13.106780641888758,23
economy,20.967362200718497,23
(cmie),99.24697701770393,23
shows,31.43526829458638,23
figures,10.988244469972477,23
are,0.6875176187496751,23
four,7.027268948042631,23
times,6.13318235807536,23
that,0.33425659551772496,23
us,1.7091391209568723,23
india,12.051918140936232,23
doesn’t,59.61078719715332,23
release,44.60337070456758,23
official,7.659160054475714,23
but,0.24324897019862612,23
cmie,248.1174425442598,23
widely,25.70391226315377,23
accepted,99.24697701770393,23
country,1.2756120546668555,23
been,0.25106176416771764,23
since,2.815152202694561,23
25,4.801075859167458,23
march,6.121063902634919,23
covid-19,1.1462517343514096,23
infections,11.86755682182898,23
causing,10.088788238716907,23
mass,18.536671107968665,23
layoffs,21.13318235807536,23
and,0.0,23
heavy,59.61078719715332,23
job,5.913862556216229,23
losses,73.06940054027011,23
currently,12.70918959107004,23
close,12.097607773505752,23
50,35.90500231892766,23
000,1.5552151573271038,23
reported,6.1319913806334085,23
hit,19.063784386605057,23
23,8.918863237274595,23
5%,27.713506606683215,23
sharp,50.89182406283629,23
spike,9.444932048942182,23
8,15.497876471664565,23
7%,16.378294855911893,23
this,0.592690817267559,23
attributed,73.06940054027011,23
which,0.5915231505839674,23
brought,15.640450955994046,23
most,2.8712416017340994,23
economic,26.72812452053829,23
activity,19.68785672308652,23
-,1.101711385598328,23
except,50.89182406283629,23
essential,15.640450955994046,23
services,15.725521650538873,23
such,3.0605319513174596,23
as,0.18171739191638273,23
hospitals,9.137842628086778,23
pharmacies,59.61078719715332,23
food,3.913862556216228,23
supplies,6.474078394601698,23
standstill,73.06940054027011,23
scenes,8.918863237274595,23
desperate,44.60337070456758,23
migrant,22.36406207484192,23
workers,10.473370563052722,23
particularly,23.935334248054943,23
daily-wage,89.41618079572999,23
earners,16.378294855911893,23
fleeing,44.60337070456758,23
cities,13.70676394213017,23
on,0.030897530554950307,23
foot,10.918863237274595,23
return,9.68187679850186,23
villages,22.36406207484192,23
filled,50.89182406283629,23
tv,44.60337070456758,23
screens,14.088788238716907,23
newspapers,8.918863237274595,23
informal,39.77306072260413,23
employ,73.06940054027011,23
90%,8.918863237274595,23
population,10.008688740520855,23
were,0.6332322366110608,23
first,2.935484393802433,23
be,0.37282624846176277,23
construction,39.77306072260413,23
stopped,19.68785672308652,23
suspended,25.70391226315377,23
public,4.2598812989565635,23
transport,16.525145419707197,23
protracted,99.24697701770393,23
curfews,148.87046552655588,23
continued,19.68785672308652,23
closure,12.088788238716907,23
businesses,9.83772647454919,23
uncertainty,59.61078719715332,23
when,2.294088714567101,23
will,0.9490770220550114,23
end,12.53864194580228,23
hasn’t,99.24697701770393,23
spared,99.24697701770393,23
formal,50.89182406283629,23
permanent,50.89182406283629,23
either,27.713506606683215,23
large,12.70918959107004,23
companies,22.36406207484192,23
across,3.612426865103032,23
various,50.89182406283629,23
sectors,50.89182406283629,23
media,10.008688740520855,23
aviation,10.918863237274595,23
retail,39.77306072260413,23
hospitality,99.24697701770393,23
automobiles,59.61078719715332,23
have,0.01379586483528827,23
announced,3.830222204826974,23
massive,27.713506606683215,23
recent,5.913862556216229,23
weeks,5.024212257384521,23
experts,8.948156789203397,23
predict,50.89182406283629,23
many,1.903077163012649,23
small,6.559239372692645,23
medium,99.24697701770393,23
likely,4.918863237274595,23
shut,15.640450955994046,23
shop,44.60337070456758,23
altogether,59.61078719715332,23
closer,10.088788238716907,23
look,14.067021609082115,23
cmie’s,99.24697701770393,23
devastating,59.61078719715332,23
effect,20.95684552972425,23
had,0.41508231405224477,23
organised,8.4740783946017,23
who,0.27672154270149657,23
lost,8.870793834324342,23
91,12.088788238716907,23
3,16.482366704958714,23
millions,12.097607773505752,23
traders,73.06940054027011,23
labourers,9.444932048942182,23
fairly,73.06940054027011,23
significant,22.36406207484192,23
number,4.5500140949997405,23
salaried,99.24697701770393,23
17,31.43526829458638,23
self-employed,10.918863237274595,23
people,0.24995650790842175,23
18,6.918863237274595,23
2,10.483681100359249,23
also,0.5167683774229086,23
work,5.646894978373993,23
agriculture,12.088788238716907,23
remains,22.36406207484192,23
mainstay,99.24697701770393,23
bucked,99.24697701770393,23
trend,7.169925001442312,23
adding,22.36406207484192,23
both,12.70918959107004,23
isn’t,99.24697701770393,23
unusual,50.89182406283629,23
farming,50.89182406283629,23
crisis,6.188105012022503,23
warn,32.71424758540248,23
cost,31.43526829458638,23
only,1.7892939997075428,23
starting,10.754887502163468,23
get,6.188105012022503,23
higher,24.787718129560794,23
"""it",10.988244469972477,23
imperative,99.24697701770393,23
weighs,14.088788238716907,23
its,1.600786508694708,23
"""",1.2016137887511866,23
mahesh,99.24697701770393,23
vyas,148.87046552655588,23
ceo,9.444932048942182,23
told,1.5293924763780675,23
bbc,3.1905118206398497,23
government,0.896071396726022,23
begun,7.4449320489421815,23
ease,19.68785672308652,23
restrictions,7.335301069174803,23
some,0.6332322366110608,23
zones,59.61078719715332,23
or,1.1521374100376827,23
areas,13.364062260269145,23
lower,23.935334248054943,23
while,2.699331097276546,23
strict,12.70918959107004,23
still,3.325654631579308,23
place,12.70918959107004,23
districts,30.023021891371762,23
positive,5.690872640123526,23
cases,1.3303265603287384,23
"""zoning",99.24697701770393,23
good,14.067021609082115,23
point,18.536671107968665,23
it,0.11868848529501698,23
cannot,27.805006661952998,23
help,3.4662058201988946,23
too,3.913862556216228,23
long,15.640450955994046,23
mr,2.699331097276546,23
says,1.5293924763780675,23
"""regions",14.088788238716907,23
silos,99.24697701770393,23
goods,32.71424758540248,23
need,11.002951603762204,23
mobility,99.24697701770393,23
supply,4.918863237274595,23
chains,23.935334248054943,23
start,14.823642508798851,23
working,3.830222204826974,23
before,4.439039471219017,23
run,27.713506606683215,23
dry,9.444932048942182,23
finances,99.24697701770393,23
”,50.89182406283629,23
slated,99.24697701770393,23
may,3.612426865103032,23
states,5.024212257384521,23
extended,20.95684552972425,23
further,5.169925001442312,23
with,0.024406934229819908,23
no,2.134228391717074,23
clear,20.95684552972425,23
indication,59.61078719715332,23
whole,5.913862556216229,23
might,12.70918959107004,23
emerge,99.24697701770393,23
worried,7.7489382358322825,23
because,1.8314349420432574,23
entered,73.06940054027011,23
already,6.389821948434845,23
levels,44.60337070456758,23
was,0.10054487320618663,23
43-month,14.088788238716907,23
up,1.3303265603287384,23
just,3.0605319513174596,23
4%,44.60337070456758,23
july,50.89182406283629,23
2017,10.088788238716907,23
australia,37.779728195768726,24
and,0.0,24
new,11.260608810778244,24
zealand,203.56729625134517,24
are,0.6875176187496751,24
planning,3.237039197300849,24
a,0.0,24
"""travel",49.62348850885196,24
"bubble""",148.87046552655588,24
or,0.5760687050188413,24
corridor,49.62348850885196,24
that,0.3899660281040125,24
will,0.9490770220550114,24
allow,5.4449320489421815,24
the,0.0,24
quarantine-free,14.088788238716907,24
flow,10.918863237274595,24
of,0.0,24
people,0.1874673809313163,24
between,2.0,24
two,2.089075541661081,24
neighbours,53.857503478391486,24
both,19.063784386605057,24
countries,15.536638149266558,24
have,0.01182502700167566,24
severely,39.77306072260413,24
restricted,39.77306072260413,24
international,8.177576477433814,24
travel,71.4235890548211,24
to,0.0,24
prevent,6.088788238716907,24
spread,1.8314349420432574,24
coronavirus,0.05232681729009779,24
however,5.024212257384521,24
if,3.270593426914734,24
successful,66.90505605685136,24
"""bubble""",14.088788238716907,24
could,5.0,24
grow,59.61078719715332,24
include,19.063784386605057,24
more,1.0736807765257055,24
low,15.640450955994046,24
number,2.2750070474998703,24
cases,1.3303265603287384,24
wider,53.857503478391486,24
scheme,50.89182406283629,24
is,0.03603452228590457,24
planned,35.90500231892766,24
with,0.032542578973093206,24
canada,12.13318235807536,24
other,2.089075541661081,24
asian,12.088788238716907,24
economies,32.71424758540248,24
help,3.4662058201988946,24
supply,7.378294855911892,24
chains,35.903001372082414,24
business,33.050290839414394,24
governments,12.70918959107004,24
revealed,50.89182406283629,24
their,0.29827405763294135,24
plans,23.935334248054943,24
on,0.043256542776930425,24
tuesday,13.364062260269145,24
set,7.659160054475714,24
up,1.9954898404931078,24
"""trans-tasman",99.24697701770393,24
although,27.713506606683215,24
no,2.134228391717074,24
timeframe,99.24697701770393,24
was,0.10054487320618663,24
given,12.097607773505752,24
this,0.592690817267559,24
zone,10.918863237274595,24
provide,17.486885166908174,24
huge,7.169925001442312,24
advantages,14.088788238716907,24
nations,19.68785672308652,24
who,0.27672154270149657,24
shown,19.68785672308652,24
strong,8.918863237274595,24
records,50.89182406283629,24
for,0.27854716293143744,24
containing,73.06940054027011,24
virus,0.8504080364445704,24
currently,12.70918959107004,24
they,0.5167683774229086,24
impose,73.06940054027011,24
14-day,10.088788238716907,24
quarantine,10.483681100359249,24
arrivals,14.088788238716907,24
"""the",2.935484393802433,24
broader,99.24697701770393,24
reality,35.90500231892766,24
global,16.482366704958714,24
market,6.088788238716907,24
in,0.0,24
very,5.024212257384521,24
bad,35.90500231892766,24
way,6.734015139394798,24
our,6.658559206828524,24
part,20.967362200718497,24
world,3.4662058201988946,24
around,3.169925001442312,24
trans-tasman,99.24697701770393,24
route,99.24697701770393,24
it,0.2769397990217063,24
makes,25.70391226315377,24
clear,20.95684552972425,24
sense,32.71424758540248,24
bubble,297.74093105311175,24
can,5.255112152028812,24
work,7.529193304498657,24
neck,73.06940054027011,24
woods,73.06940054027011,24
"""",1.6021517183349154,24
said,1.582368323976271,24
simon,73.06940054027011,24
westaway,99.24697701770393,24
executive,47.870668496109886,24
director,19.68785672308652,24
at,0.06949970577103604,24
australian,73.06940054027011,24
tourism,119.22157439430664,24
industry,35.903001372082414,24
council,20.95684552972425,24
qantas,14.088788238716907,24
australia's,73.06940054027011,24
biggest,15.640450955994046,24
airline,73.06940054027011,24
wants,35.90500231892766,24
start,14.823642508798851,24
using,14.823642508798851,24
once,5.913862556216229,24
domestic,27.713506606683215,24
flights,7.7489382358322825,24
across,5.418640297654547,24
resumed,59.61078719715332,24
"""it's",19.68785672308652,24
positive,5.690872640123526,24
we,2.747152413064886,24
weren't,73.06940054027011,24
expecting,59.61078719715332,24
till,12.088788238716907,24
now,1.5179838009924103,24
hopefully,14.088788238716907,24
be,1.1184787453852882,24
established,73.06940054027011,24
as,0.18171739191638273,24
model,8.4740783946017,24
open,20.04609339040372,24
by,0.15258370124553888,24
network,27.713506606683215,24
when,1.5293924763780675,24
various,50.89182406283629,24
control,21.100532413623174,24
covid-19,1.5283356458018793,24
airline's,99.24697701770393,24
chief,15.725521650538873,24
alan,99.24697701770393,24
joyce,198.49395403540785,24
according,5.418640297654547,24
mr,4.048996645914819,24
second-largest,99.24697701770393,24
source,33.54609311226288,24
tourists,59.6595910839062,24
heading,50.89182406283629,24
into,2.323502139993224,24
while,2.699331097276546,24
largest,14.823642508798851,24
he,0.6467499570450534,24
would,1.903077163012649,24
give,6.088788238716907,24
destination,44.60337070456758,24
"""that",59.61078719715332,24
they're,27.713506606683215,24
comfortable,148.87046552655588,24
flying,99.24697701770393,24
"to""",73.06940054027011,24
vice,14.088788238716907,24
versa,99.24697701770393,24
hopes,12.71111759190255,24
extended,20.95684552972425,24
"""if",33.54609311226288,24
idea,23.935334248054943,24
gets,59.61078719715332,24
traction,99.24697701770393,24
we're,23.935334248054943,24
seems,39.77306072260413,24
like,7.536318386076782,24
it's,3.3736842294807396,24
working,3.830222204826974,24
well,9.282157518033754,24
then,10.101022709092199,24
similar,13.364062260269145,24
approach,32.71424758540248,24
done,18.536671107968665,24
markets,25.70391226315377,24
where,2.935484393802433,24
under,7.027268948042631,24
"""chris",14.088788238716907,24
roberts,148.87046552655588,24
zealand's,14.088788238716907,24
tourist,9.444932048942182,24
board,10.918863237274595,24
aotearoa,14.088788238716907,24
needed,18.536671107968665,24
correct,59.61078719715332,24
health,1.043914313030126,24
safeguards,10.918863237274595,24
best,22.36406207484192,24
use,8.73785376125917,24
technology,59.61078719715332,24
show,5.4449320489421815,24
likely,7.378294855911892,24
adopted,14.088788238716907,24
elsewhere,6.474078394601698,24
12-18,73.06940054027011,24
months,5.592933211829736,24
before,4.439039471219017,24
return,6.4545845323345725,24
borders,17.486885166908174,24
"""mr",50.89182406283629,24
its,1.600786508694708,24
pacific,59.61078719715332,24
island,39.77306072260413,24
heavily,10.918863237274595,24
dependent,50.89182406283629,24
after,0.8504080364445704,24
"""new",44.60337070456758,24
look,14.067021609082115,24
places,38.55586839473065,24
taiwan,73.06940054027011,24
hong,59.61078719715332,24
kong,59.61078719715332,24
china,8.0,24
south,5.504822261188512,24
korea,53.857503478391486,24
which,0.23660926023358697,24
doing,16.525145419707197,24
fight,17.486885166908174,24
against,2.743937554773916,24
next,8.73785376125917,24
re-establish,14.088788238716907,24
links,73.06940054027011,24
"with""",12.088788238716907,24
also,0.5167683774229086,24
involved,23.935334248054943,24
larger,39.77306072260413,24
"""trade",99.24697701770393,24
looking,20.95684552972425,24
agree,59.61078719715332,24
guidelines,20.95684552972425,24
essential,39.101127389985116,24
group,4.801075859167458,24
includes,38.55586839473065,24
singapore,32.71424758540248,24
group's,59.61078719715332,24
aim,50.89182406283629,24
resume,30.023021891371762,24
goods,32.71424758540248,24
services,10.483681100359249,24
key,20.95684552972425,24
plan,25.70391226315377,24
"""guidelines",12.088788238716907,24
an,0.20031116101787783,24
exceptional,14.088788238716907,24
basis,50.89182406283629,24
cross-border,50.89182406283629,24
purposes,59.61078719715332,24
such,4.590797926976189,24
maintaining,50.89182406283629,24
including,3.9230129844053554,24
joint,35.90500231892766,24
statement,18.536671107968665,24
want,10.988244469972477,24
fast-tracking,99.24697701770393,24
customs,59.61078719715332,24
procedure,14.088788238716907,24
items,39.77306072260413,24
food,3.913862556216228,24
medical,3.5179838009924103,24
supplies,6.474078394601698,24
restart,50.89182406283629,24
logistics,99.24697701770393,24
networks,59.61078719715332,24
air,17.486885166908174,24
sea,50.89182406283629,24
land,9.444932048942182,24
freight,14.088788238716907,24
a,0.0,25
national,4.180395617943156,25
virtual,25.445912031418146,25
vigil,109.60410081040516,25
will,2.3726925551375286,25
be,1.491304993847051,25
held,14.823642508798851,25
this,1.185381634535118,25
week,1.2370391973008494,25
to,0.0,25
honour,19.886530361302064,25
the,0.0,25
victims,180.1377929434409,25
of,0.0,25
canada's,36.534700270135055,25
deadliest,59.61078719715332,25
shooting,24.177576477433814,25
which,0.47321852046717394,25
unfolded,12.088788238716907,25
in,0.0,25
nova,109.60410081040516,25
scotia,109.60410081040516,25
as,0.18171739191638273,25
province,30.023021891371762,25
was,1.1562660418711461,25
locked-down,9.444932048942182,25
due,6.2705934269147345,25
coronavirus,0.07849022593514669,25
virus,0.8504080364445704,25
restrictions,11.002951603762204,25
continue,9.560804699618089,25
and,0.0,25
authorities,8.53630896018529,25
said,6.01299963110983,25
they,0.5167683774229086,25
would,2.537436217350199,25
not,1.8175627977438382,25
lifted,32.71424758540248,25
allow,5.4449320489421815,25
public,8.519762597913127,25
gatherings,41.570259910024824,25
mourn,146.13880108054022,25
at,0.41699823462621616,25
least,12.0,25
18,10.378294855911893,25
people,0.24995650790842175,25
were,1.8996967098331823,25
shot,44.60337070456758,25
dead,27.713506606683215,25
by,0.5340429543593861,25
gunman,182.67350135067528,25
during,8.756589711823784,25
12-hour,18.13318235807536,25
weekend,29.53178508462978,25
rampage,16.378294855911893,25
killed,26.61238150297303,25
police,22.591045863171,25
weeks,5.024212257384521,25
leading,5.7489382358322825,25
up,1.9954898404931078,25
her,68.53381971065085,25
death,7.659160054475714,25
heather,109.60410081040516,25
o'brien,149.0269679928833,25
busy,9.444932048942182,25
caring,10.918863237274595,25
for,0.5570943258628749,25
elderly,7.7489382358322825,25
provincial-wide,12.088788238716907,25
lockdown,1.748938235832282,25
"""first",50.89182406283629,25
day,4.360791235886312,25
off,12.097607773505752,25
after,1.7008160728891408,25
6,25.70391226315377,25
back,3.612426865103032,25
tomorrow,73.06940054027011,25
first,2.935484393802433,25
i,21.693452653685217,25
allowed,3.5179838009924103,25
myself,59.61078719715332,25
relax,35.90500231892766,25
an,0.8012446440715113,25
inch,73.06940054027011,25
"""",5.2069930845884755,25
she,49.74851017450043,25
wrote,55.42701321336643,25
on,0.1483081466637615,25
facebook,200.71516817055408,25
page,35.90500231892766,25
9,27.713506606683215,25
april,3.236258729312711,25
"""my",41.570259910024824,25
small,4.372826248461763,25
space,35.90500231892766,25
life,18.536671107968665,25
is,0.018017261142952285,25
marching,73.06940054027011,25
know,15.725521650538873,25
atm,73.06940054027011,25
[at,73.06940054027011,25
moment],73.06940054027011,25
all,4.232714824764944,25
love,17.83772647454919,25
cherish,73.06940054027011,25
are,1.1000281899994802,25
ok,73.06940054027011,25
am,53.857503478391486,25
truly,59.61078719715332,25
blessed,10.088788238716907,25
"""ten",73.06940054027011,25
days,2.474078394601699,25
later,9.560804699618089,25
ms,21.310758835509173,25
near,22.23546376319828,25
hometown,73.06940054027011,25
debert,109.60410081040516,25
when,3.058784952756135,25
disguised,73.06940054027011,25
policeman,59.61078719715332,25
burning,73.06940054027011,25
several,3.3736842294807396,25
buildings,59.6595910839062,25
before,6.658559206828524,25
dying,30.023021891371762,25
shoot-out,73.06940054027011,25
with,0.08135644743273303,25
o'brien's,73.06940054027011,25
daughter,53.857503478391486,25
darcy,12.088788238716907,25
dobson,109.60410081040516,25
that,0.7242226236217374,25
"""a",13.364062260269145,25
"monster""",73.06940054027011,25
murdered,59.61078719715332,25
mother,60.046043782743524,25
"""the",7.338710984506083,25
pain,50.89182406283629,25
comes,19.68785672308652,25
goes,27.713506606683215,25
waves,59.61078719715332,25
feel,30.023021891371762,25
like,7.536318386076782,25
i'm,32.71424758540248,25
outside,18.14641166025863,25
my,30.24401943376438,25
own,5.041664326602881,25
body,6.474078394601698,25
can't,13.364062260269145,25
real,7.7489382358322825,25
9:59,73.06940054027011,25
sent,23.460676433991065,25
last,2.8712416017340994,25
text,39.77306072260413,25
message,39.77306072260413,25
our,11.097598678047543,25
family,14.756589711823784,25
group,4.801075859167458,25
chat,10.918863237274595,25
10:15,73.06940054027011,25
gone,27.713506606683215,25
sunday,20.967362200718497,25
evening,59.6595910839062,25
about,3.485630311191958,25
ten,50.89182406283629,25
hours,14.341207049427133,25
wants,35.90500231892766,25
"""everyone",59.61078719715332,25
remember,44.60337070456758,25
how,6.932411640397789,25
kind,7.4449320489421815,25
"was""",73.06940054027011,25
much,9.251721875728558,25
loved,35.90500231892766,25
being,2.627556076014406,25
nurse,76.33773609425444,25
grandmother,59.61078719715332,25
horrible,59.61078719715332,25
way,6.734015139394798,25
"died""",12.088788238716907,25
had,1.3836077135074827,25
continued,19.68785672308652,25
work,3.7645966522493284,25
front,27.713506606683215,25
lines,7.4449320489421815,25
covid-19,1.1462517343514096,25
pandemic,2.699331097276546,25
home-care,73.06940054027011,25
non-profit,10.918863237274595,25
victorian,73.06940054027011,25
order,14.823642508798851,25
nurses,8.4740783946017,25
(von),12.088788238716907,25
whom,32.71424758540248,25
been,1.0042470566708706,25
employed,50.89182406283629,25
17,31.43526829458638,25
years,13.422235183805096,25
another,9.282157518033754,25
von,149.0269679928833,25
employee,50.89182406283629,25
kristen,109.60410081040516,25
beaton,182.67350135067528,25
also,1.0335367548458172,25
worked,18.536671107968665,25
continuing,23.935334248054943,25
care,13.70676394213017,25
assistant,50.89182406283629,25
job,5.913862556216229,25
according,9.03106716275758,25
neighbour,119.22157439430664,25
penny,12.088788238716907,25
marchbank,73.06940054027011,25
married,16.378294855911893,25
young,30.023021891371762,25
child,8.918863237274595,25
"""kristen",73.06940054027011,25
however,5.024212257384521,25
live,7.027268948042631,25
wonderful,109.60410081040516,25
things,16.525145419707197,25
has,0.040678223716366514,25
done,18.536671107968665,25
short,27.713506606683215,25
lifetime,59.61078719715332,25
thousands,6.188105012022503,25
lives,12.097607773505752,25
effected,73.06940054027011,25
so,5.246814707496846,25
many,1.903077163012649,25
loving,12.088788238716907,25
ways,32.71424758540248,25
president,7.536318386076782,25
ceo,9.444932048942182,25
jo-anne,73.06940054027011,25
poirier,73.06940054027011,25
told,2.294088714567101,25
bbc:,73.06940054027011,25
"""all",27.713506606683215,25
frontline,27.713506606683215,25
providers,8.4740783946017,25
heroes,89.41618079572999,25
yesterday,119.22157439430664,25
two,3.1336133124916214,25
those,2.807608987740853,25
taken,14.341207049427133,25
from,0.07879001178375833,25
their,0.8948221728988242,25
families,23.050329405480547,25
we,6.410022297151401,25
loss,76.33773609425444,25
"families""",12.088788238716907,25
constable,73.06940054027011,25
heidi,73.06940054027011,25
stevenson,109.60410081040516,25
who,0.8301646281044895,25
served,50.89182406283629,25
royal,73.06940054027011,25
canadian,89.41618079572999,25
mounted,73.06940054027011,25
force,22.36406207484192,25
23,13.378294855911893,25
duty,45.03453283705764,25
"""constable",73.06940054027011,25
died,13.646787056908357,25
protecting,44.60337070456758,25
others,8.53630896018529,25
answering,10.918863237274595,25
call,20.95684552972425,25
something,29.53178508462978,25
doing,16.525145419707197,25
rcmp,42.310758835509176,25
prime,12.0,25
minister,4.201613788751186,25
justin,76.33773609425444,25
trudeau,20.177576477433814,25
monday,18.275685256173556,25
his,7.0,25
daily,6.734015139394798,25
press,30.023021891371762,25
briefing,20.95684552972425,25
"""with",35.90500231892766,25
unwavering,12.088788238716907,25
courage,59.61078719715332,25
&amp;,18.889864097884363,25
compassion,50.89182406283629,25
patrol,59.61078719715332,25
these,7.846025968810711,25
roads,39.77306072260413,25
keep,11.525164702740273,25
us,2.5637086814353083,25
safe,15.640450955994046,25
have,0.00985418916806305,25
hundreds,10.483681100359249,25
"""jenny",12.088788238716907,25
kierstead,73.06940054027011,25
confirmed,4.087994253755606,25
sister,18.889864097884363,25
lisa,109.60410081040516,25
mccully,24.177576477433814,25
one,3.6280412783699525,25
school,31.43526829458638,25
teacher,59.61078719715332,25
elementary,59.61078719715332,25
school's,73.06940054027011,25
website,32.71424758540248,25
"""our",45.03453283705764,25
hearts,73.06940054027011,25
broken,50.89182406283629,25
today,11.623407353748423,25
attempt,30.023021891371762,25
accept,39.77306072260413,25
mass,27.805006661952998,25
portapique,109.60410081040516,25
night,6.088788238716907,25
condolences,89.41618079572999,25
go,5.024212257384521,25
out,1.9954898404931078,25
other,3.1336133124916214,25
members,12.70918959107004,25
affected,11.525164702740273,25
tragedy,59.61078719715332,25
thank,44.60337070456758,25
you,10.221970596792268,25
your,12.70918959107004,25
support,31.43526829458638,25
it's,3.3736842294807396,25
hard,5.169925001442312,25
"""not",32.71424758540248,25
-,0.30046674152681674,25
adult,59.61078719715332,25
men,19.68785672308652,25
women,14.067021609082115,25
named,35.90500231892766,25
cbc,109.60410081040516,25
reported,6.1319913806334085,25
correctional,73.06940054027011,25
officer,30.023021891371762,25
sean,59.61078719715332,25
mcleod,12.088788238716907,25
partner,39.77306072260413,25
alanna,73.06940054027011,25
jenkins,12.088788238716907,25
among,8.53630896018529,25
online,29.53178508462978,25
fundraiser,109.60410081040516,25
set,7.659160054475714,25
help,6.932411640397789,25
pay,14.823642508798851,25
funeral,35.90500231892766,25
costs,8.088788238716907,25
three,8.900667616371736,25
jolene,73.06940054027011,25
oliver,73.06940054027011,25
husband,27.713506606683215,25
aaron,73.06940054027011,25
(friar),73.06940054027011,25
tuck,109.60410081040516,25
emily,59.61078719715332,25
oliver's,12.088788238716907,25
tammy,12.088788238716907,25
oliver-mccurdie,73.06940054027011,25
began,8.0,25
says,2.294088714567101,25
niece,73.06940054027011,25
old,30.023021891371762,25
played,7.7489382358322825,25
fiddle,73.06940054027011,25
enjoyed,50.89182406283629,25
fixing,12.088788238716907,25
cars,39.77306072260413,25
dad,59.61078719715332,25
couple,7.4449320489421815,25
jamie,12.088788238716907,25
blair,109.60410081040516,25
greg,59.61078719715332,25
relative,50.89182406283629,25
through,5.745333307240461,25
no,3.201342587575611,25
should,6.734015139394798,25
ever,6.687908802434722,25
deal,22.36406207484192,25
both,12.70918959107004,25
sending,50.89182406283629,25
every,13.468030278789596,25
lost,5.913862556216229,25
someone,7.7489382358322825,25
jessica,12.088788238716907,25
macburnie,73.06940054027011,25
globe,59.61078719715332,25
mail,59.61078719715332,25
corrie,73.06940054027011,25
ellison,73.06940054027011,25
social,3.612426865103032,25
worker,53.857503478391486,25
40s,73.06940054027011,25
charlene,73.06940054027011,25
bagley,18.13318235807536,25
father,30.023021891371762,25
tom,39.77306072260413,25
while,2.699331097276546,25
checking,50.89182406283629,25
explosion,50.89182406283629,25
allegedly,50.89182406283629,25
caused,27.713506606683215,25
gunmen,12.088788238716907,25
beautiful,44.60337070456758,25
soul,59.61078719715332,25
me,11.525164702740273,25
unnecessarily,73.06940054027011,25
can’t,59.61078719715332,25
even,3.1905118206398497,25
comprehend,12.088788238716907,25
it,0.1582513137266893,25
he,3.8804997422703207,25
trying,25.41837918214008,25
end,8.359094630534852,25
post,7.4449320489421815,25
"charlene""he",73.06940054027011,25
if,2.180395617943156,25
knew,29.53178508462978,25
him,9.560804699618089,25
just,3.0605319513174596,25
time,3.272277229651558,25
meant,30.023021891371762,25
modern,59.61078719715332,25
history,23.935334248054943,25
over,3.0,25
12,19.68785672308652,25
beginning,6.27500704749987,25
saturday,35.903001372082414,25
rural,22.36406207484192,25
town,7.7489382358322825,25
little,5.169925001442312,25
known,8.623407353748423,25
what,6.938791406796419,25
motivated,12.088788238716907,25
suspected,23.935334248054943,25
shooter,12.088788238716907,25
51-year-old,10.918863237274595,25
